COLID,BlockID,MaxCurrentRate,Latitude,Longitude,Average.Duration.of.Paid.Parkers.in.Hours,Unpaid.Vehicles,Expired.Vehicles,Exempt.Vehicles,Spaces.Occupied,Survey.Count,Receipt.Transactions,Mobile.Transactions,StreetDirection,StreetSide,BlockDescription,BlockStartNumber,BlockEndNumber,TerminalLocationAddress,TerminalID,Area,Zone,ID,X,Y,megaCluster,Demand,Cars,ExpectedTimePerVehicle,PercentageCheck,TerminalTypeName,Driving_Blocks,Night_Blocks
2382,B463108,2,41.93887856,-87.74493168,1.1,1,1,0,6,10,601,246,W,N, 4720 - 4728 W BELMONT AVE ,4720,4728,4724 W BELMONT AVE,463108,463,1,2382,438247.3381,4643258.322,0,0.2,0.6,20.53915781,1,MP104,0,0
2383,B463110,2,41.93942338,-87.74678819,0.904,32,0,0,59,17,3087,939,N,E, 3203 - 3225 N CICERO AVE ,3203,3225,3215 N CICERO AVE,463110,463,1,2383,438093.9649,4643320.152,0,1.882352941,3.470588235,24.10179984,1,MP104,0,0
2384,B463111,2,41.93812299,-87.74698618,0.889,7,1,0,16,14,1251,441,W,N, 4810 - 4842 W BELMONT AVE ,4810,4842,4820 W BELMONT AVE,463111,463,1,2384,438076.294,4643175.914,0,0.571428571,1.142857143,23.09929078,1,MP104,0,0
2385,B463112,2,41.93877894,-87.74817043,0.989,3,2,2,22,14,1732,587,W,S, 4807 - 4835 W BELMONT AVE ,4807,4835,4821 W BELMONT AVE,463112,463,1,2385,437978.757,4643249.6,0,0.357142857,1.571428571,18.99344091,1,MP104,0,0
2386,B463114,2,41.937698,-87.7469421,0.79,0,0,0,6,12,570,163,N,W, 3140 - 3152 N CICERO AVE ,3140,3152,3144 N CICERO AVE,463114,463,1,2386,438079.537,4643128.696,0,0,0.5,14.44747613,1,MP104,0,0
2387,B463116,2,41.93723266,-87.74690505,0.899,9,3,0,29,16,1717,301,N,W, 3100 - 3122 N CICERO AVE ,3100,3122,3110 N CICERO AVE,463116,463,1,2387,438082.1583,4643077.004,0,0.75,1.8125,21.15123885,1,MP104,0,0
2388,B463117,2,41.93644499,-87.74688941,0.652,11,2,0,33,16,1887,297,N,W, 3032 - 3046 N CICERO AVE ,3032,3046,3042 N CICERO AVE,463117,463,1,2388,438082.6929,4642989.538,0,0.8125,2.0625,21.35989011,1,MP104,0,0
2389,B463118,2,41.935635,-87.74686236,0.995,9,3,0,33,15,2243,666,N,W, 3010 - 3024 N CICERO AVE ,3010,3024,3016 N CICERO AVE,463118,463,1,2389,438084.1519,4642899.587,0,0.8,2.2,20.74733585,1,MP104,0,0
2390,B463119,2,41.93518102,-87.74715967,0.63,0,0,0,4,10,865,61,W,N, 4804 - 4810 W WELLINGTON AVE ,4804,4810,4806 W WELLINGTON AVE,463119,463,1,2390,438059.0651,4642849.397,0,0,0.4,11.3174946,1,MP104,0,0
2391,B463120,2,41.938551,-87.7456435,1.208,5,2,0,16,10,1183,339,N,W, 3150 - 3158 N KEATING AVE ,3150,3158,3152 N KEATING AVE,463120,463,1,2391,438188.0136,4643222.467,0,0.7,1.6,21.25574901,1,MP104,0,0
2392,B463123,2,41.93514894,-87.747088,0.674,0,0,0,0,10,99,16,W,S, 4805 - 4809 W WELLINGTON AVE ,4805,4809,4807 W WELLINGTON AVE,463123,463,1,2392,438064.9757,4642845.783,0,0,0,22,1,MP104,0,0
2393,B464101,2,41.96172254,-87.65590678,0.959,20,2,0,84,33,3143,2377,W,S, 1021 - 1031 W MONTROSE AVE ,1021,1031,1025 W MONTROSE AVE,464101,464,1,2393,445646.6904,4645734.361,0,0.666666667,2.545454545,21.78357182,1,MP104,0,0
2394,B464102,2,41.96313867,-87.65592991,1.036,49,11,0,306,57,7495,6906,N,E, 4421 - 4457 N BROADWAY ST ,4421,4457,4447 N BROADWAY ST,464106,464,1,2394,445645.9773,4645891.607,0,1.052631579,5.368421053,21.85382658,1,MP104,0,0
2395,B464103,2,41.96483405,-87.65699826,0.883,22,7,0,105,47,6393,2415,N,E, 4521 - 4553 N BROADWAY ST ,4521,4553,4545 N BROADWAY ST,464109,464,1,2395,445558.8908,4646080.521,0,0.617021277,2.234042553,19.96209925,1,MP104,0,0
2396,B464104,2,41.96393192,-87.65656253,1.02,46,13,1,181,55,4260,3278,N,W, 4504 - 4560 N BROADWAY ST ,4504,4560,4512 N BROADWAY ST,464105,464,1,2396,445594.2295,4645980.082,0,1.072727273,3.290909091,22.89136301,1,MP104,0,0
2397,B464107,2,41.96222696,-87.6554859,0.959,52,15,2,372,58,12243,10542,N,W, 4414 - 4444 N BROADWAY ST ,4414,4444,4418 N BROADWAY ST,464107,464,1,2397,445681.9963,4645790.099,0,1.155172414,6.413793103,21.33443435,1,MP104,0,0
2398,B465103,2,41.96538388,-87.656664,0.651,12,1,0,66,27,4066,1006,W,S, 1039 - 1057 W WILSON AVE ,1039,1057,1051 W WILSON AVE,465103,465,1,2398,445587.0567,4646141.356,0,0.481481481,2.444444444,17.75652423,1,MP104,0,0
2399,B465104,2,41.96539586,-87.65538078,0.702,17,4,0,80,30,4567,1037,W,S, 1007 - 1027 W WILSON AVE ,1007,1027,1015 W WILSON AVE,465104,465,1,2399,445693.3984,4646141.872,0,0.7,2.666666667,19.04906094,1,MP104,0,0
2400,B465105,2,41.96543121,-87.65275973,1.172,15,3,4,69,24,2700,2703,W,S, 903 - 935 W WILSON AVE ,903,935,907 W WILSON AVE,465105,465,1,2400,445910.6165,4646144.139,0,0.75,2.875,23.05470595,1,MP104,0,0
2401,B465106,2,41.96548342,-87.653327,1.153,21,7,0,84,19,4597,2775,W,N, 912 - 940 W WILSON AVE ,912,940,920 W WILSON AVE,465106,465,1,2401,445863.655,4646150.294,0,1.473684211,4.421052632,22.12325442,1,MP104,0,0
2402,B465107,2,41.96546781,-87.65551989,0.683,0,0,1,13,14,2115,483,W,N, 1020 - 1030 W WILSON AVE ,1020,1030,1026 W WILSON AVE,465107,465,1,2402,445681.9325,4646149.949,0,0,0.928571429,13.7182448,1,MP104,0,0
2403,B465108,2,41.96543946,-87.656777,0.767,11,2,0,55,24,4460,1469,W,N, 1042 - 1062 W WILSON AVE ,1042,1062,1050 W WILSON AVE,465108,465,1,2403,445577.7405,4646147.599,0,0.541666667,2.291666667,18.94675428,1,MP104,0,0
2404,B465109,2,41.96541914,-87.65858,0.725,7,1,1,46,26,2945,727,W,N, 1118 - 1128 W WILSON AVE ,1118,1128,1122 W WILSON AVE,465109,465,1,2404,445428.3211,4646146.489,0,0.307692308,1.769230769,17.33660131,1,MP104,0,0
2405,B465110,2,41.96577899,-87.65959225,0.967,8,0,1,52,31,1855,1280,N,E, 4603 - 4615 N RACINE AVE ,4603,4615,4605 N RACINE AVE,465110,465,1,2405,445344.7506,4646187.088,0,0.258064516,1.677419355,20.36756797,1,MP104,0,0
2406,B465111,2,41.96560067,-87.65967803,1.013,11,2,0,42,32,1683,962,N,W, 4602 - 4610 N RACINE AVE ,4602,4610,4606 N RACINE AVE,465111,465,1,2406,445337.4902,4646167.345,0,0.40625,1.3125,21.4100189,1,MP104,0,0
2407,B465112,2,41.96537846,-87.66064527,1.277,4,0,0,47,27,1285,2104,W,N, 1222 - 1230 W WILSON AVE ,1222,1230,1226 W WILSON AVE,465112,465,1,2407,445257.1517,4646143.29,0,0.148148148,1.740740741,23.10603825,1,MP104,0,0
2408,B465113,2,41.96539352,-87.65923016,0.881,11,3,0,67,32,3359,1536,W,N, 1132 - 1142 W WILSON AVE ,1132,1142,1140 W WILSON AVE,465113,465,1,2408,445374.425,4646144.059,0,0.4375,2.09375,19.9707708,1,MP104,0,0
2409,B465114,2,41.96531675,-87.65999534,1.131,3,1,0,27,24,922,1180,W,S, 1217 - 1221 W WILSON AVE ,1217,1221,1219 W WILSON AVE,465114,465,1,2409,445310.9542,4646136.024,0,0.166666667,1.125,22.68950206,1,MP104,0,0
2410,B466101,2,41.96631958,-87.65812544,0.729,23,3,1,106,27,10328,2766,N,E, 4619 - 4641 N BROADWAY ,4619,4641,4635 N BROADWAY,466102,466,1,2410,445466.7553,4646246.175,0,0.962962963,3.925925926,18.49727611,1,MP104,0,0
2411,B466103,2,41.96719925,-87.65776958,1.084,16,5,0,44,32,1315,802,W,S, 1101 - 1115 W LELAND AVE ,1101,1115,1109 W LELAND AVE,466103,466,1,2411,445496.9923,4646343.617,0,0.65625,1.375,23.6439235,1,MP104,0,0
2412,B466104,2,41.96724611,-87.657863,1.203,20,2,0,64,37,1698,1256,W,N, 1104 - 1116 W LELAND AVE ,1104,1116,1112 W LELAND AVE,466104,466,1,2412,445489.2914,4646348.88,0,0.594594595,1.72972973,22.71902505,1,MP104,0,0
2413,B466108,2,41.96723777,-87.65900027,1.29,11,8,0,79,33,3237,3142,W,N, 1130 - 1140 W LELAND AVE ,1130,1140,1136 W LELAND AVE,466108,466,1,2413,445395.0493,4646348.678,0,0.575757576,2.393939394,22.42213513,1,MP104,0,0
2414,B467101,2,41.96909946,-87.65714143,1.24,13,4,1,68,20,2342,3447,W,N, 1046 - 1064 W LAWRENCE AVE ,1046,1064,1058 W LAWRENCE AVE,467101,467,1,2414,445550.6595,4646554.197,0,0.85,3.4,24.09213423,1,MP104,0,0
2415,B467102,2,41.97005202,-87.65963135,1.2,36,10,1,308,39,8341,9354,N,E, 4809 - 4877 N BROADWAY ST ,4809,4877,4833 N BROADWAY ST,467102,467,1,2415,445345.1633,4646661.544,0,1.179487179,7.897435897,22.04253236,1,MP104,0,0
2416,B467104,2,41.97265901,-87.65973917,1.088,20,4,1,196,31,8691,7613,N,E, 4905 - 4943 N BROADWAY ST ,4905,4943,4939 N BROADWAY ST,467104,467,1,2416,445338.4587,4646951.064,0,0.774193548,6.322580645,20.75245067,1,MP104,0,0
2417,B467105,2,41.97463899,-87.65977708,1.188,4,4,3,115,29,6535,4100,N,E, 5051 - 5057 N BROADWAY ST ,5051,5057,5053 N BROADWAY ST,467105,467,1,2417,445337.0108,4647170.924,0,0.275862069,3.965517241,18.64674144,1,MP104,0,0
2418,B467106,2,41.97560766,-87.65980459,0.823,5,2,1,38,25,1573,548,N,E, 5129 - 5145 N BROADWAY ST ,5129,5145,5135 N BROADWAY ST,467106,467,1,2418,445335.56,4647278.492,0,0.28,1.52,18.74766294,1,MP104,0,0
2419,B467108,2,41.97424899,-87.65986629,1.123,6,3,1,101,26,8191,3808,N,W, 5038 - 5060 N BROADWAY ST ,5038,5060,5050 N BROADWAY ST,467108,467,1,2419,445329.2861,4647127.68,0,0.346153846,3.884615385,17.69747296,1,MP104,0,0
2420,B467109,2,41.97295798,-87.65984687,0.909,6,1,0,89,26,7079,3828,N,W, 5002 - 5012 N BROADWAY ST ,5002,5012,5006 N BROADWAY ST,467109,467,1,2420,445329.791,4646984.327,0,0.269230769,3.423076923,18.23087314,1,MP104,0,0
2421,B467110,2,41.97269714,-87.66012829,0.869,2,1,0,27,21,2910,1494,W,N, 1204 - 1212 W ARGYLE ST ,1204,1212,1206 W ARGYLE ST,467110,467,1,2421,445306.2513,4646955.546,0,0.142857143,1.285714286,18.3095787,1,MP104,0,0
2422,B467111,2,41.97264848,-87.66013366,1.006,8,1,0,41,23,3410,1586,W,S, 1203 - 1211 W ARGYLE ST ,1203,1211,1209 W ARGYLE ST,467111,467,1,2422,445305.7648,4646950.147,0,0.391304348,1.782608696,19.58219207,1,MP104,0,0
2423,B467112,2,41.97232301,-87.65984631,1.037,6,1,0,55,24,4647,2443,N,W, 4926 - 4936 N BROADWAY ST ,4926,4936,4926 N BROADWAY ST,467112,467,1,2423,445329.2944,4646913.827,0,0.291666667,2.291666667,18.764054,1,MP104,0,0
2424,B467113,2,41.97142898,-87.66016933,0.946,7,2,13,58,23,2487,1225,W,S, 1207 - 1215 W AINSLIE ST ,1207,1215,1211 W AINSLIE ST,467113,467,1,2424,445301.766,4646814.77,0,0.391304348,2.52173913,19.47159791,1,MP104,0,0
2425,B467114,2,41.97068099,-87.65977678,0.786,6,10,0,145,30,9361,5482,N,W, 4846 - 4868 N BROADWAY ST ,4846,4868,4850 N BROADWAY ST,467114,467,1,2425,445333.6512,4646731.471,0,0.533333333,4.833333333,18.89271892,1,MP104,0,0
2426,B467115,2,41.97025816,-87.66006898,0.775,11,4,0,40,23,2727,1736,W,N, 1202 - 1210 W GUNNISON ST ,1202,1210,1206 W GUNNISON ST,467115,467,1,2426,445309.0789,4646684.711,0,0.652173913,1.739130435,22.87138696,1,MP104,0,0
2427,B467119,2,41.96899398,-87.65815968,1.019,4,2,0,37,20,1779,1523,W,S, 1101 - 1109 W LAWRENCE AVE ,1101,1109,1107 W LAWRENCE AVE,467119,467,1,2427,445466.1991,4646543.133,0,0.3,1.85,21.24507874,1,MP104,0,0
2428,B467120,2,41.96902895,-87.656715,1.211,15,1,0,39,17,1493,1972,W,S, 1041 - 1049 W LAWRENCE AVE ,1041,1049,1043 W LAWRENCE AVE,467120,467,1,2428,445585.9327,4646546.097,0,0.941176471,2.294117647,24.91782292,1,MP104,0,0
2429,B467121,2,41.96904288,-87.65557202,1.216,22,6,0,83,25,3428,4865,W,S, 1013 - 1023 W LAWRENCE AVE ,1013,1023,1017 W LAWRENCE AVE,467121,467,1,2429,445680.65,4646546.918,0,1.12,3.32,24.66293824,1,MP104,0,0
2430,B467123,2,41.975018,-87.6599098,1.092,3,1,1,41,25,2956,1564,N,W, 5108 - 5112 N BROADWAY ST ,5108,5112,5110 N BROADWAY ST,467123,467,1,2430,445326.339,4647213.09,0,0.16,1.64,18.55530973,1,MP104,0,0
2431,B467124,2,41.97019287,-87.65995968,0.886,10,0,0,30,20,1429,1049,W,S, 1203 - 1207 W GUNNISON ST ,1203,1207,1205 W GUNNISON ST,467124,467,1,2431,445318.0794,4646677.392,0,0.5,1.5,22.58561052,1,MP104,0,0
2432,B468101,2,41.97335409,-87.65445468,1.319,8,1,0,45,16,2809,2822,W,N, 946 - 954 W ARGYLE ST ,946,954,950 W ARGYLE ST,468101,468,1,2432,445776.8876,4647024.88,0,0.5625,2.8125,22.21314067,1,MP104,0,0
2433,B468102,2,41.97330676,-87.65578687,1.025,5,0,0,19,6,1431,3978,W,N, 1002 - 1030 W ARGYLE ST ,1002,1030,1018 W ARGYLE ST,468102,468,1,2433,445666.4717,4647020.469,0,0.833333333,3.166666667,26.17859124,1,MP104,0,0
2434,B468104,2,41.97356201,-87.65633404,0.821,4,0,0,12,4,4794,758,N,W, 5002 - 5016 N KENMORE AVE ,5002,5016,5002 N KENMORE AVE,468104,468,1,2434,445621.3543,4647049.157,0,1,3,18.4870317,1,MP104,0,0
2435,B468105,2,41.97329878,-87.6575283,0.974,2,0,0,12,3,7177,3646,W,N, 1040 - 1066 W ARGYLE ST ,1040,1066,1052 W ARGYLE ST,468105,468,1,2435,445522.1826,4647020.689,0,0.666666667,4,19.39000277,1,MP104,0,0
2436,B468107,2,41.97358893,-87.65775494,0.787,1,0,0,9,4,2447,592,N,W, 5002 - 5014 N WINTHROP AVE ,5002,5014,5002 N WINTHROP AVE,468107,468,1,2436,445503.6522,4647053.048,0,0.25,2.25,16.58001536,1,MP104,0,0
2437,B468108,2,41.97328732,-87.6581566,1.005,3,1,1,28,7,10906,5129,W,N, 1104 - 1138 W ARGYLE ST ,1104,1138,1112 W ARGYLE ST,468108,468,1,2437,445470.1164,4647019.816,0,0.571428571,4,18.48998585,1,MP104,0,0
2438,B468110,2,41.97323447,-87.65926167,1.012,1,0,0,39,7,14230,6991,W,S, 1103 - 1143 W ARGYLE ST ,1103,1143,1137 W ARGYLE ST,468110,468,1,2438,445378.513,4647014.653,0,0.142857143,5.571428571,16.98320476,1,MP104,0,0
2439,B468113,2,41.97303606,-87.657708,0.796,2,0,0,12,4,7330,990,N,E, 4941 - 4957 N WINTHROP AVE ,4941,4957,4951 N WINTHROP AVE,468113,468,1,2439,445507.07,4646991.634,0,0.5,3,16.29540598,1,MP104,0,0
2440,B468114,2,41.97327685,-87.65717559,0.977,2,1,0,19,6,8709,3449,W,S, 1049 - 1063 W ARGYLE ST ,1049,1063,1057 W ARGYLE ST,468114,468,1,2440,445551.3869,4647018.03,0,0.5,3.166666667,18.53890443,1,MP104,0,0
2441,B468115,2,41.97298471,-87.65632801,0.892,0,0,0,1,1,1033,362,N,W, 4942 - 4950 N KENMORE AVE ,4942,4950,4946 N KENMORE AVE,468115,468,1,2441,445621.3628,4646985.056,0,0,1,15.18996416,1,MP104,0,0
2442,B468116,2,41.9730755,-87.65628769,0.954,2,0,0,5,4,1854,750,N,E, 4945 - 4957 N KENMORE AVE ,4945,4957,4949 N KENMORE AVE,468116,468,1,2442,445624.7807,4646995.11,0,0.5,1.25,21.4562212,1,MP104,0,0
2443,B468117,2,41.97327535,-87.65582979,0.963,1,0,0,13,4,6677,3064,W,S, 1001 - 1025 W ARGYLE ST ,1001,1025,1019 W ARGYLE ST,468117,468,1,2443,445662.889,4647017.009,0,0.25,3.25,17.43335729,1,MP104,0,0
2444,B468118,2,41.97327192,-87.65454727,1.295,6,2,0,25,15,2153,1954,W,S, 947 - 953 W ARGYLE ST ,947,953,951 W ARGYLE ST,468118,468,1,2444,445769.1465,4647015.815,0,0.533333333,1.666666667,22.87051376,1,MP104,0,0
2445,B469101,2,41.97699401,-87.65984667,1.299,3,0,1,33,43,589,699,N,E, 5213 - 5241 N BROADWAY ST ,5213,5241,5223 N BROADWAY ST,469101,469,1,2445,445333.2593,4647432.444,0,0.069767442,0.76744186,21.80017134,1,MP104,0,0
2446,B469103,2,41.97815674,-87.65843958,1.145,2,0,1,21,33,1168,724,W,S, 1103 - 1115 W BERWYN AVE ,1103,1115,1113 W BERWYN AVE,469103,469,1,2446,445450.8263,4647560.644,0,0.060606061,0.636363636,19.02513507,1,MP104,0,0
2447,B469104,2,41.97820017,-87.659048,1.176,9,1,3,39,43,264,880,W,N, 1104 - 1130 W BERWYN AVE ,1104,1130,1126 W BERWYN AVE,469105,469,1,2447,445400.4579,4647565.854,0,0.23255814,0.906976744,26.92307692,1,MP104,0,0
2448,B469106,2,41.97880299,-87.65985819,1.452,17,2,0,52,41,824,1216,N,E, 5303 - 5335 N BROADWAY ST ,5303,5335,5323 N BROADWAY ST,469106,469,1,2448,445333.8521,4647633.301,0,0.463414634,1.268292683,25.11928105,1,MP104,0,0
2449,B469107,2,41.97995102,-87.659416,0.984,9,1,0,32,38,850,655,W,S, 1147 - 1157 W BALMORAL AVE ,1147,1157,1153 W BALMORAL AVE,469107,469,1,2449,445371.4669,4647760.484,0,0.263157895,0.842105263,22.23421927,1,MP104,0,0
2450,B469108,2,41.98000062,-87.65947893,0.981,5,0,3,22,35,706,426,W,N, 1146 - 1154 W BALMORAL AVE ,1146,1154,1152 W BALMORAL AVE,469108,469,1,2450,445366.2959,4647766.031,0,0.142857143,0.628571429,20.99136239,1,MP104,0,0
2451,B469109,2,41.98048799,-87.65992723,1.228,41,3,2,190,47,5881,5273,N,E, 5403 - 5455 N BROADWAY ST ,5403,5455,5411 N BROADWAY ST,469109,469,1,2451,445329.5738,4647820.43,0,0.936170213,4.042553191,22.03259419,1,MP104,0,0
2452,B469111,2,41.98101398,-87.66009563,1.305,22,6,1,109,39,3133,5001,N,W, 5418 - 5452 N BROADWAY ST ,5418,5452,5434 N BROADWAY ST,469111,469,1,2452,445316.073,4647878.937,0,0.717948718,2.794871795,24.35079092,1,MP104,0,0
2453,B469112,2,41.97998467,-87.66031846,1.032,4,1,0,22,36,408,330,W,N, 1204 - 1212 W BALMORAL AVE ,1204,1212,1208 W BALMORAL AVE,469112,469,1,2453,445296.7321,4647764.796,0,0.138888889,0.611111111,22.19512195,1,MP104,0,0
2454,B469113,2,41.97996074,-87.66036741,0.998,4,1,0,18,34,927,492,W,S, 1203 - 1209 W BALMORAL AVE ,1203,1209,1207 W BALMORAL AVE,469113,469,1,2454,445292.6564,4647762.17,0,0.147058824,0.529411765,21.28964059,1,MP104,0,0
2455,B469114,2,41.97885398,-87.66002385,1.407,14,2,0,63,41,1586,2905,N,W, 5302 - 5354 N BROADWAY ST ,5302,5354,5322 N BROADWAY ST,469114,469,1,2455,445320.1715,4647639.068,0,0.390243902,1.536585366,24.88540299,1,MP104,0,0
2456,B469115,2,41.97817811,-87.660272,1.037,5,1,0,21,35,651,502,W,N, 1204 - 1210 W BERWYN AVE ,1204,1210,1206 W BERWYN AVE,469115,469,1,2456,445299.0349,4647564.186,0,0.171428571,0.6,22.0954033,1,MP104,0,0
2457,B469116,2,41.97811004,-87.66021668,1.033,2,0,3,28,34,793,643,W,S, 1203 - 1211 W BERWYN AVE ,1203,1211,1207 W BERWYN AVE,469116,469,1,2457,445303.5597,4647556.592,0,0.058823529,0.823529412,19.83899721,1,MP104,0,0
2458,B469117,2,41.9773427,-87.65992485,1.235,4,3,0,23,41,261,395,N,W, 5212 - 5252 N BROADWAY ST ,5212,5252,5234 N BROADWAY ST,469117,469,1,2458,445327.0805,4647471.209,0,0.170731707,0.56097561,25.13719512,1,MP104,0,0
2459,B470101,2,41.98243902,-87.6599831,1.148,46,13,15,351,44,10153,8072,N,E, 5503 - 5555 N BROADWAY ST ,5503,5555,5515 N BROADWAY ST,470101,470,1,2459,445326.6144,4648037.087,0,1.340909091,7.977272727,20.93844177,1,MP104,0,0
2460,B470103,2,41.98491699,-87.66007547,0.908,23,3,0,68,40,2967,1447,N,E, 5607 - 5649 N BROADWAY ST ,5607,5649,5643 N BROADWAY ST,470103,470,1,2460,445321.0827,4648312.273,0,0.65,1.7,22.01786928,1,MP104,0,0
2461,B470104,2,41.98646,-87.66010894,1.23,13,1,0,48,33,1334,1634,N,E, 5721 - 5745 N BROADWAY ST ,5721,5745,5729 N BROADWAY ST,470104,470,1,2461,445319.6305,4648483.614,0,0.424242424,1.454545455,23.80742737,1,MP104,0,0
2462,B470105,2,41.98622899,-87.66022449,1.177,13,2,0,53,35,1408,1482,N,W, 5708 - 5746 N BROADWAY ST ,5708,5746,5718 N BROADWAY ST,470105,470,1,2462,445309.8611,4648458.039,0,0.428571429,1.514285714,23.12192143,1,MP104,0,0
2463,B470106,2,41.98471197,-87.6601879,1.007,19,5,0,76,40,3236,2351,N,W, 5610 - 5650 N BROADWAY ST ,5610,5650,5636 N BROADWAY ST,470106,470,1,2463,445311.5938,4648289.582,0,0.6,1.9,22.44519498,1,MP104,0,0
2464,B470107,2,41.98421708,-87.66095455,1.171,3,0,0,18,38,291,431,N,E, 5611 - 5629 N RIDGE AVE ,5611,5629,5619 N RIDGE AVE,470107,470,1,2464,445247.662,4648235.124,0,0.078947368,0.473684211,23.45048476,1,MP104,0,0
2465,B470108,2,41.98365212,-87.66055436,1.031,8,1,0,38,39,1700,1030,W,N, 1204 - 1220 W BRYN MAWR AVE ,1204,1220,1208 W BRYN MAWR AVE,470108,470,1,2465,445280.3294,4648172.141,0,0.230769231,0.974358974,20.57519058,1,MP104,0,0
2466,B470109,2,41.98357206,-87.66069171,1.012,5,2,0,47,42,1853,1160,W,S, 1207 - 1213 W BRYN MAWR AVE ,1207,1213,1207 W BRYN MAWR AVE,470109,470,1,2466,445268.8829,4648163.34,0,0.166666667,1.119047619,19.74997234,1,MP104,0,0
2467,B470110,2,41.98289401,-87.66014258,1.169,36,3,1,150,42,4949,4559,N,W, 5508 - 5552 N BROADWAY ST ,5508,5552,5534 N BROADWAY ST,470110,470,1,2467,445313.7923,4648087.706,0,0.928571429,3.571428571,22.37062085,1,MP104,0,0
2468,B471101,2,41.98371217,-87.65725127,1.391,18,5,1,182,37,6091,6558,W,N, 1040 - 1066 W BRYN MAWR AVE ,1040,1066,1048 W BRYN MAWR AVE,471101,471,1,2468,445554.0066,4648176.704,0,0.621621622,4.918918919,21.67989985,1,MP104,0,0
2469,B471102,2,41.98368116,-87.65950468,0.973,19,1,0,128,42,9487,4714,W,N, 1122 - 1140 W BRYN MAWR AVE ,1122,1140,1134 W BRYN MAWR AVE,471102,471,1,2469,445367.3091,4648174.695,0,0.476190476,3.047619048,18.92290599,1,MP104,0,0
2470,B471103,2,41.98362898,-87.65825732,1.114,19,5,1,170,53,3379,5818,W,S, 1103 - 1141 W BRYN MAWR AVE ,1103,1141,1103 W BRYN MAWR AVE,471110,471,1,2470,445470.5951,4648168.107,0,0.452830189,3.20754717,23.83552997,1,MP104,0,0
2471,B471104,2,41.98365292,-87.65762399,1.242,16,4,1,156,38,6159,4994,W,S, 1043 - 1063 W BRYN MAWR AVE ,1043,1063,1055 W BRYN MAWR AVE,471104,471,1,2471,445523.0802,4648170.362,0,0.526315789,4.105263158,20.47882586,1,MP104,0,0
2472,B471106,2,41.983449,-87.6565964,1.287,14,1,0,73,34,2549,2233,N,E, 5551 - 5557 N KENMORE AVE ,5551,5557,5553 N KENMORE AVE,471106,471,1,2472,445608.0316,4648147.068,0,0.441176471,2.147058824,21.69083819,1,MP104,0,0
2473,B471107,2,41.98333698,-87.65805633,1.099,13,9,1,152,44,5957,3936,N,W, 5544 - 5556 N WINTHROP AVE ,5544,5556,5550 N WINTHROP AVE,471107,471,1,2473,445486.9959,4648135.559,0,0.5,3.454545455,19.79702259,1,MP104,0,0
2474,B471109,2,41.9839595,-87.65800031,1.213,10,3,1,98,38,3385,2740,N,E, 5607 - 5613 N WINTHROP AVE ,5607,5613,5609 N WINTHROP AVE,471109,471,1,2474,445492.1676,4648204.641,0,0.342105263,2.578947368,20.49199034,1,MP104,0,0
2475,B471111,2,41.98342602,-87.65796662,1.077,6,3,1,37,35,1749,1171,N,E, 5539 - 5557 N WINTHROP AVE ,5539,5557,5551 N WINTHROP AVE,471111,471,1,2475,445494.5034,4648145.387,0,0.257142857,1.057142857,21.38976884,1,MP104,0,0
2476,B471112,2,41.983527,-87.65666399,1.286,10,5,2,51,32,1737,1365,N,W, 5542 - 5556 N KENMORE AVE ,5542,5556,5554 N KENMORE AVE,471112,471,1,2476,445602.4988,4648155.771,0,0.46875,1.59375,22.45269532,1,MP104,0,0
2477,B471113,2,41.98386701,-87.65665623,1.27,13,4,5,85,35,2398,2176,N,W, 5604 - 5608 N KENMORE AVE ,5604,5608,5606 N KENMORE AVE,471113,471,1,2477,445603.4311,4648193.517,0,0.485714286,2.428571429,21.77098958,1,MP104,0,0
2478,B472101,2,41.98962797,-87.6602191,1.344,34,9,5,324,50,6446,8398,N,E, 5845 - 5921 N  BROADWAY ST ,5845,5921,5913 N  BROADWAY ST,472102,472,1,2478,445313.2169,4648835.422,0,0.86,6.48,22.59396352,1,MP104,0,0
2479,B472103,2,41.99001005,-87.65843564,1.347,52,6,1,324,68,3006,4265,W,S, 1101 - 1147 W THORNDALE AVE ,1101,1147,1105 W THORNDALE AVE,472104,472,1,2479,445461.27,4648876.707,0,0.852941176,4.764705882,23.4882062,1,MP104,0,0
2480,B472105,2,41.99005918,-87.65974091,1.172,61,8,5,365,60,10139,4431,W,N, 1100 - 1142 W THORNDALE AVE ,1100,1142,1136 W THORNDALE AVE,472106,472,1,2480,445353.195,4648882.994,0,1.15,6.083333333,19.17019732,1,MP104,0,0
2481,B472107,2,41.99049662,-87.6602836,1.175,20,3,2,149,49,3384,4096,N,E, 5937 - 5959 N BROADWAY ST ,5937,5959,5951 N BROADWAY ST,472107,472,1,2481,445308.6178,4648931.909,0,0.469387755,3.040816327,22.52843947,1,MP104,0,0
2482,B472108,2,41.99147601,-87.66027187,1.14,11,1,0,55,48,1523,2032,N,E, 6011 - 6025 N BROADWAY ST ,6011,6025,6019 N BROADWAY ST,472108,472,1,2482,445310.4278,4649040.643,0,0.25,1.145833333,23.71664323,1,MP104,0,0
